id action timestamp AMIID
16 end 304380 null
25 start 304500 2
27 start 304560 1
15 end 304680 null
22 start 304740 2
11 end 305280 null
23 start 305520 3
24 end 305580 null
19 end 305640 null
29 end 305700 null
26 start 305820 2
21 end 305880 null
21 start 306000 3
26 end 306120 null
1 start 306180 1
11 start 306240 3
2 start 306300 2
14 end 306660 null
10 end 306780 null
1 end 306900 null
9 start 306960 3
5 start 307380 2
25 end 307560 null
14 start 307620 1
24 start 307680 3
1 start 307800 1
9 end 307860 null
17 end 307980 null
2 end 308100 null
5 end 308220 null
27 end 308340 null
6 start 308580 2
1 end 308700 null
9 start 308820 2
7 start 309060 1
4 end 309120 null
7 end 309240 null
12 start 309300 2
14 end 309360 null
16 start 309420 2
4 start 309600 2
19 start 309660 2
24 end 309780 null
6 end 309840 null
26 start 309900 2
11 end 309960 null
26 end 310080 null
11 start 310200 3
19 end 310320 null
15 start 310440 2
25 start 310620 1
15 end 310740 null
29 start 310800 1
14 start 310860 2
14 end 310920 null
3 start 310980 3
10 start 311160 1
4 end 311280 null
23 end 311340 null
17 start 311460 2
5 start 311520 3
7 start 311580 3
1 start 311640 3
14 start 311760 2
11 end 311880 null
10 end 311940 null
12 end 312120 null
27 start 312180 3
9 end 312240 null
4 start 312360 2
1 end 312540 null
27 end 312600 null
15 start 312780 3
18 start 313200 3
29 end 313260 null
21 end 313320 null
18 end 313380 null
7 end 313440 null
8 start 313500 1
23 start 313560 3
26 start 313680 1
25 end 313740 null
24 start 313800 1
21 start 313860 1
21 end 314040 null
13 end 314100 null
3 end 314400 null
28 start 314580 2
15 end 314640 null
7 start 314820 3
12 start 314880 1
10 start 314940 3
10 end 315000 null
9 start 315420 3
12 end 315480 null
6 start 315540 1
18 start 315600 3
9 end 315840 null
21 start 315960 3
8 end 316140 null
24 end 316380 null
5 end 316440 null
17 end 316500 null
24 start 316560 2
8 start 316620 1
18 end 316680 null
23 end 316740 null
22 end 316800 null
28 end 316980 null
23 start 317160 2
21 end 317220 null
14 end 317280 null
25 start 317340 1
22 start 317460 1
8 end 317640 null
2 start 317760 3
26 end 318000 null
18 start 318120 1
23 end 318180 null
2 end 318240 null
2 start 318300 3
8 start 318360 1
2 end 318540 null
18 end 318660 null
27 start 318780 2
28 start 318960 1
15 start 319020 3
19 start 319140 1
15 end 319200 null
9 start 319320 3
25 end 319440 null
25 start 319500 2
18 start 319680 3
16 end 319740 null
14 start 319860 3
11 start 319920 3
3 start 320100 1
5 start 320220 2
19 end 320280 null
28 end 320400 null
7 end 320460 null
13 start 320640 1
8 end 320700 null
6 end 320880 null
1 start 321120 3
7 start 321180 1
27 end 321240 null
7 end 321420 null
12 start 321480 3
17 start 321540 2
18 end 321600 null
13 end 321660 null
14 end 321720 null
11 end 321780 null
19 start 321840 2
2 start 321900 1
26 start 321960 1
17 end 322200 null
20 end 322260 null
25 end 322320 null
14 start 322380 1
2 end 322500 null
23 start 322560 3
11 start 322620 1
13 start 322680 1
15 start 322800 3
23 end 322860 null
21 start 322980 1
11 end 323040 null
13 end 323100 null
12 end 323160 null
7 start 323280 3
16 start 323400 2
1 end 323580 null
6 start 323820 2
23 start 324000 2
17 start 324060 2
18 start 324120 1
3 end 324240 null
23 end 324300 null
28 start 324420 1
1 start 324600 3
9 end 324720 null
10 start 324900 2
18 end 324960 null
1 end 325140 null
7 end 325200 null
2 start 325260 2
16 end 325320 null
27 start 325380 2
15 end 325680 null
24 end 325800 null
9 start 325920 2
15 start 326040 2
17 end 326100 null
4 end 326160 null
8 start 326340 2
9 end 326400 null
18 start 326460 2
6 end 326520 null
13 start 326940 2
3 start 327000 3
16 start 327060 3
16 end 327180 null
4 start 327240 1
2 end 327360 null
24 start 327480 1
10 end 327600 null
17 start 327720 1
11 start 328080 2
13 end 328320 null
24 end 328380 null
5 end 328560 null
28 end 328920 null
11 end 329040 null
28 start 329340 3
19 end 329400 null
19 start 329460 2
17 end 329640 null
21 end 329700 null
12 start 330000 3
13 start 330060 2
13 end 330180 null
13 start 330240 1
2 start 330540 3
22 end 330600 null
5 start 330780 2
25 start 331140 3
2 end 331200 null
16 start 331320 3
16 end 331380 null
5 end 331440 null
1 start 331500 2
8 end 331620 null
13 end 331680 null
13 start 331740 1
7 start 331800 1
22 start 331920 2
19 end 332220 null
21 start 332340 1
12 end 332400 null
15 end 332640 null
28 end 332700 null
19 start 332760 3
11 start 333180 3
9 start 333240 3
2 start 333300 3
19 end 333360 null
12 start 333480 2
25 end 333540 null
7 end 333600 null
12 end 333900 null
20 start 333960 1
16 start 334200 2
26 end 334260 null
14 end 334380 null
10 start 334440 3
15 start 334500 1
5 start 334620 2
22 end 334680 null
8 start 334800 1
4 end 334980 null
15 end 335040 null
13 end 335100 null
24 start 335160 3
6 start 335220 1
10 end 335280 null
14 start 335340 1
23 start 335460 2
18 end 335520 null
24 end 335700 null
5 end 335820 null
1 end 335880 null
15 start 336120 3
16 end 336300 null
7 start 336480 1
16 start 336660 3
26 start 336840 3
14 end 336900 null
5 start 337020 1
26 end 337140 null
3 end 337200 null
27 end 337320 null
2 end 337620 null
29 start 337680 2
22 start 337800 2
29 end 337860 null
24 start 337920 3
8 end 337980 null
4 start 338100 1
28 start 338220 3
24 end 338340 null
25 start 338460 2
7 end 338520 null
20 end 338640 null
11 end 338880 null
28 end 338940 null
26 start 339060 3
23 end 339120 null
15 end 339240 null
29 start 339300 3
21 end 339420 null
10 start 339720 3
12 start 339780 3
4 end 339900 null
4 start 339960 1
22 end 340080 null
11 start 340200 1
16 end 340260 null
18 start 340560 1
29 end 340740 null
28 start 340800 2
19 start 340920 3
2 start 340980 2
25 end 341100 null
18 end 341160 null
29 start 341400 3
9 end 341520 null
10 end 341580 null
2 end 341640 null
19 end 341820 null
18 start 341880 2
25 start 342000 2
13 start 342060 2
16 start 342240 1
22 start 342300 3
27 start 342360 1
2 start 342480 1
20 start 342540 2
8 start 342600 1
25 end 342660 null
29 end 342720 null
22 end 342840 null
17 start 342960 1
24 start 343020 2
25 start 343080 2
28 end 343200 null
14 start 343260 3
6 end 343320 null
21 start 343380 3
8 end 343620 null
5 end 343740 null
5 start 343860 2
21 end 343920 null
24 end 344280 null
26 end 344340 null
11 end 344400 null
19 start 344460 2
7 start 344580 3
14 end 344700 null
1 start 344880 2
18 end 344940 null
19 end 345060 null
20 end 345120 null
19 start 345300 2
26 start 345360 2
15 start 345480 1
10 start 345540 2
4 end 345780 null
12 end 345900 null
12 start 346020 3
7 end 346380 null
23 start 346560 2
9 start 346620 1
19 end 346800 null
22 start 346860 1
12 end 346980 null
11 start 347100 2
23 end 347160 null
21 start 347220 1
13 end 347340 null
1 end 347400 null
16 end 347640 null
7 start 347760 2
9 end 347880 null
21 end 347940 null
3 start 348060 2
23 start 348120 1
8 start 348180 1
26 end 348240 null
28 start 348540 3
14 start 348600 2
12 start 348660 2
11 end 348720 null
15 end 348780 null
28 end 348840 null
24 start 349380 1
13 start 349560 2
1 start 349620 1
3 end 349740 null
16 start 349800 3
21 start 349920 2
20 start 349980 3
12 end 350100 null
24 end 350160 null
14 end 350280 null
9 start 350400 1
12 start 350460 2
1 end 350520 null
13 end 350640 null
24 start 350760 2
12 end 350880 null
12 start 351000 2
26 start 351120 3
14 start 351180 2
4 start 351240 3
6 start 351360 1
3 start 351480 1
29 start 351540 1
24 end 351600 null
2 end 351660 null
24 start 351900 1
28 start 351960 1
3 end 352200 null
25 end 352260 null
1 start 353100 1
11 start 353160 1
19 start 353340 2
24 end 353400 null
8 end 353580 null
26 end 353640 null
15 start 353700 1
1 end 353940 null
15 end 354120 null
11 end 354240 null
26 start 354420 1
12 end 354600 null
15 start 354660 1
14 end 354720 null
5 end 354840 null
27 end 355140 null
17 end 355200 null
22 end 355440 null
5 start 355500 3
17 start 355680 2
11 start 355860 2
5 end 356040 null
20 end 356100 null
24 start 356220 1
22 start 356280 2
21 end 356400 null
8 start 356520 3
21 start 356580 3
1 start 356640 2
7 end 356760 null
2 start 356880 3
7 start 357060 3
4 end 357180 null
13 start 357240 3
5 start 357300 2
16 end 357360 null
16 start 357480 3
7 end 357540 null
10 end 357600 null
15 end 357780 null
19 end 358020 null
15 start 358080 1
11 end 358320 null
1 end 358620 null
12 start 358680 2
28 end 359160 null
28 start 359220 1
15 end 359340 null
19 start 359400 2
13 end 359520 null
27 start 359580 2
5 end 359640 null
26 end 359760 null
24 end 359880 null
24 start 360300 1
12 end 360360 null
6 end 360420 null
26 start 360540 1
23 end 360660 null
9 end 360780 null
6 start 361140 1
24 end 361200 null
27 end 361260 null
4 start 361320 1
4 end 361800 null
12 start 361920 2
11 start 361980 1
6 end 362040 null
26 end 362100 null
2 end 362160 null
6 start 362520 3
27 start 362580 1
6 end 362640 null
16 end 362760 null
1 start 362880 2
22 end 363000 null
4 start 363360 2
3 start 363420 3
12 end 363480 null
12 start 363600 1
3 end 363660 null
28 end 363720 null
4 end 363780 null
29 end 363960 null
8 end 364020 null
2 start 364140 1
6 start 364200 1
16 start 364260 3
20 start 364320 1
28 start 364500 3
29 start 364560 2
7 start 364740 3
22 start 364800 3
5 start 365040 2
1 end 365340 null
29 end 365400 null
5 end 365520 null
20 end 365580 null
22 end 365640 null
29 start 365700 1
17 end 365760 null
21 end 365880 null
17 start 365940 3
22 start 366060 3
3 start 366120 2
20 start 366180 1
6 end 366240 null
10 start 366300 3
6 start 366420 1
28 end 366480 null
29 end 366540 null
14 start 366600 3
24 start 366720 1
18 start 366780 2
6 end 366840 null
1 start 366900 3
27 end 367020 null
3 end 367080 null
1 end 367140 null
11 end 367200 null
3 start 367260 3
12 end 367440 null
18 end 367560 null
18 start 367680 2
10 end 367740 null
12 start 367800 1
28 start 367920 3
15 start 368040 1
4 start 368100 2
4 end 368220 null
7 end 368400 null
23 start 368520 1
16 end 368580 null
14 end 368700 null
15 end 368820 null
18 end 368880 null
26 start 369060 1
25 start 369180 3
5 start 369300 1
4 start 369480 3
2 end 369540 null
10 start 369720 2
10 end 369780 null
12 end 369840 null
26 end 369900 null
20 end 370080 null
28 end 370200 null
18 start 370320 1
28 start 370380 3
7 start 370440 3
2 start 370500 1
22 end 370560 null
29 start 370740 1
18 end 370860 null
2 end 370980 null
27 start 371040 3
10 start 371100 3
24 end 371160 null
22 start 371280 2
17 end 371340 null
24 start 371460 2
18 start 371520 2
11 start 372000 2
15 start 372060 1
1 start 372360 1
25 end 372480 null
4 end 372600 null
23 end 372720 null
2 start 372780 1
1 end 372900 null
28 end 372960 null
20 start 373020 2
20 end 373200 null
23 start 373260 2
4 start 373440 2
26 start 373560 2
2 end 373740 null
2 start 374040 2
26 end 374100 null
22 end 374340 null
10 end 374400 null
2 end 374580 null
18 end 374700 null
20 start 374820 3
28 start 374880 2
29 end 375120 null
7 end 375240 null
24 end 375360 null
13 start 375600 2
1 start 375660 2
23 end 375720 null
16 start 375780 3
10 start 375840 3
24 start 375960 1
17 start 376140 3
6 start 376200 2
20 end 376260 null
26 start 376500 3
2 start 376620 2
7 start 376680 3
8 start 376800 2
7 end 376860 null
3 end 376980 null
28 end 377040 null
23 start 377160 2
29 start 377220 1
21 start 377280 1
25 start 377400 1
4 end 377580 null
2 end 377700 null
27 end 377760 null
15 end 377820 null
19 end 377880 null
8 end 377940 null
17 end 378000 null
26 end 378300 null
4 start 378360 2
8 start 378420 1
7 start 378660 2
1 end 378900 null
6 end 378960 null
19 start 379020 1
10 end 379200 null
6 start 379260 2
23 end 379380 null
28 start 379440 1
2 start 379860 3
3 start 379920 1
26 start 380040 2
9 start 380100 3
27 start 380160 1
24 end 380220 null
9 end 380280 null
9 start 380340 2
23 start 380400 3
19 end 380460 null
1 start 380520 1
27 end 380580 null
2 end 380640 null
21 end 380760 null
7 end 380820 null
12 start 380940 2
29 end 381060 null
2 start 381180 3
12 end 381300 null
27 start 381600 2
24 start 381720 2
15 start 381900 1
7 start 382020 3
11 end 382080 null
24 end 382200 null
16 end 382260 null
22 start 382320 3
28 end 382440 null
24 start 382620 1
15 end 382800 null
13 end 382980 null
8 end 383160 null
15 start 383220 2
18 start 383340 1
17 start 383520 2
15 end 383580 null
20 start 383700 3
6 end 383760 null
10 start 383820 2
4 end 383940 null
6 start 384000 3
22 end 384060 null
28 start 384120 3
27 end 384180 null
11 start 384240 1
14 start 384360 2
14 end 384420 null
3 end 384480 null
27 start 384540 2
11 end 384660 null
20 end 385200 null
22 start 385440 2
3 start 385560 2
7 end 385620 null
16 start 385680 2
22 end 385920 null
11 start 386100 2
21 start 386160 3
18 end 386280 null
1 end 386460 null
25 end 386520 null
1 start 386580 2
1 end 386940 null
22 start 387000 1
19 start 387120 3
15 start 387240 1
23 end 387300 null
12 start 387660 3
16 end 387720 null
7 start 387780 3
24 end 387900 null
5 end 388080 null
28 end 388200 null
26 end 388380 null
11 end 388440 null
1 start 388560 3
9 end 388800 null
24 start 389100 1
8 start 389220 2
5 start 389280 2
4 start 389400 2
27 end 389460 null
11 start 389580 2
28 start 389640 3
17 end 389940 null
2 end 390000 null
12 end 390060 null
29 start 390180 3
14 start 390240 2
23 start 390300 3
5 end 390360 null
29 end 390540 null
18 start 390600 2
13 start 390660 2
20 start 390720 1
27 start 390960 3
15 end 391020 null
28 end 391140 null
21 end 391200 null
17 start 391320 1
16 start 391440 2
2 start 391500 1
27 end 391560 null
5 start 391800 3
29 start 391920 3
28 start 392100 2
4 end 392160 null
29 end 392280 null
29 start 392340 1
9 start 392580 3
10 end 392700 null
21 start 392760 3
7 end 393000 null
12 start 393300 3
5 end 393360 null
4 start 393480 1
10 start 393600 2
25 start 393720 3
6 end 393900 null
17 end 394020 null
18 end 394080 null
4 end 394140 null
6 start 394320 3
20 end 394800 null
28 end 394920 null
2 end 395160 null
7 start 395220 3
19 end 395400 null
4 start 395640 2
22 end 395820 null
23 end 395940 null
21 end 396120 null
22 start 396180 3
1 end 396240 null
11 end 396420 null
12 end 396720 null
26 start 396900 3
13 end 397020 null
24 end 397080 null
10 end 397200 null
1 start 397320 2
6 end 397560 null
29 end 397620 null
17 start 397680 3
17 end 397800 null
3 end 397860 null
26 end 397980 null
26 start 398040 3
23 start 398100 2
15 start 398160 1
12 start 398280 3
12 end 398400 null
9 end 398520 null
26 end 398580 null
10 start 398640 2
3 start 398700 3
21 start 399000 3
25 end 399420 null
22 end 399540 null
13 start 399600 2
22 start 400020 3
21 end 400140 null
21 start 400200 3
5 start 400260 2
17 start 400500 2
6 start 400680 2
11 start 400740 2
12 start 400860 3
6 end 401100 null
19 start 401220 1
7 end 401400 null
2 start 401640 3
20 start 401820 1
10 end 402000 null
9 start 402240 3
16 end 402300 null
3 end 402360 null
18 start 402420 3
18 end 402540 null
24 start 402600 1
13 end 402780 null
15 end 402960 null
4 end 403020 null
15 start 403080 2
25 start 403140 2
29 start 403200 3
5 end 403380 null
12 end 403440 null
15 end 403560 null
1 end 403740 null
23 end 403860 null
24 end 404040 null
4 start 404220 3
6 start 404340 2
28 start 404820 2
11 end 405000 null
11 start 405120 3
7 start 405180 1
26 start 405240 1
12 start 405420 3
14 end 405480 null
23 start 405540 3
3 start 405600 2
16 start 405780 2
16 end 405840 null
24 start 405960 3
15 start 406020 1
10 start 406080 1
3 end 406200 null
18 start 406260 2
14 start 406320 3
23 end 406560 null
15 end 406620 null
17 end 406680 null
21 end 406800 null
9 end 406920 null
8 end 406980 null
17 start 407040 1
22 end 407100 null
26 end 407160 null
23 start 407280 3
23 end 407340 null
26 start 407520 1
16 start 407700 1
6 end 407820 null
15 start 407940 3
4 end 408000 null
12 end 408240 null
18 end 408300 null
22 start 408480 3
7 end 408540 null
6 start 408660 3
18 start 408720 3
19 end 408840 null
26 end 408900 null
24 end 408960 null
18 end 409020 null
11 end 409260 null
18 start 409380 2
5 start 409500 1
14 end 409620 null
17 end 409680 null
9 start 409800 3
12 start 409920 1
7 start 410040 1
9 end 410100 null
10 end 410160 null
19 start 410220 1
10 start 410280 2
23 start 410460 3
8 start 410580 3
3 start 410640 1
6 end 410760 null
7 end 410880 null
21 start 411000 1
20 end 411240 null
20 start 411360 3
13 start 411420 1
4 start 411480 3
9 start 411540 2
20 end 411600 null
6 start 411720 1
9 end 411780 null
20 start 412080 2
14 start 412200 3
9 start 412320 3
11 start 412620 1
16 end 412740 null
8 end 412800 null
4 end 412920 null
9 end 413100 null
28 end 413280 null
7 start 413340 3
19 end 413460 null
13 end 413700 null
22 end 413760 null
12 end 413820 null
14 end 413880 null
13 start 413940 2
27 start 414000 2
10 end 414120 null
7 end 414180 null
1 start 414300 3
21 end 414720 null
13 end 414900 null
19 start 415080 2
26 start 415140 1
10 start 415260 1
27 end 415380 null
28 start 415500 1
18 end 415560 null
15 end 415620 null
14 start 415800 1
14 end 416100 null
7 start 416400 3
23 end 416700 null
22 start 416760 3
9 start 417060 3
18 start 417120 2
19 end 417180 null
28 end 417360 null
25 end 417420 null
24 start 417660 2
13 start 417720 3
29 end 417780 null
25 start 417840 1
18 end 417960 null
22 end 418200 null
1 end 418260 null
10 end 418320 null
4 start 418620 1
12 start 418680 1
2 end 418800 null
13 end 419040 null
9 end 419220 null
29 start 419280 3
7 end 419340 null
14 start 419760 3
16 start 420060 1
19 start 420180 2
24 end 420300 null
1 start 420360 3
24 start 420540 3
26 end 420720 null
29 end 420900 null
2 start 421140 3
29 start 421200 3
5 end 421260 null
3 end 421380 null
6 end 421560 null
10 start 421740 2
9 start 421800 2
29 end 422160 null
10 end 422220 null
20 end 422400 null
25 end 422520 null
13 start 422700 2
20 start 422940 3
20 end 423060 null
19 end 423180 null
27 start 423420 2
26 start 423480 2
18 start 423540 3
1 end 423600 null
10 start 423660 1
5 start 423720 2
20 start 423780 2
12 end 423840 null
19 start 423900 1
25 start 423960 3
7 start 424020 3
16 end 424380 null
16 start 424440 1
17 start 424500 1
25 end 424560 null
14 end 424620 null
21 start 424680 1
5 end 424740 null
4 end 424800 null
24 end 424920 null
3 start 425100 1
25 start 425220 1
21 end 425340 null
24 start 425400 3
21 start 425640 3
23 start 426000 2
18 end 426060 null
2 end 426360 null
15 start 426420 1
7 end 426480 null
11 end 426540 null
8 start 426600 3
25 end 426660 null
29 start 427020 3
7 start 427200 2
9 end 427380 null
27 end 427440 null
6 start 427560 2
7 end 427620 null
14 start 427920 3
8 end 428040 null
11 start 428100 2
17 end 428160 null
2 start 428220 2
17 start 428280 3
10 end 428460 null
16 end 428520 null
9 start 428640 1
21 end 428820 null
7 start 428880 2
11 end 428940 null
10 start 429060 2
29 end 429120 null
1 start 429180 1
17 end 429240 null
2 end 429600 null
24 end 429660 null
23 end 429780 null
16 start 429840 2
25 start 429960 2
28 start 430020 3
5 start 430080 3
2 start 430200 3
3 end 430260 null
18 start 430320 3
8 start 430440 3
23 start 430500 1
19 end 430620 null
12 start 430680 1
15 end 430740 null
16 end 430860 null
7 end 430980 null
6 end 431040 null
5 end 431100 null
24 start 431220 2
12 end 431340 null
7 start 431400 1
24 end 431460 null
24 start 431640 1
2 end 431700 null
16 start 431760 2
3 start 432000 1
26 end 432120 null
22 start 432360 3
3 end 432420 null
5 start 432540 3
18 end 432660 null
11 start 432840 2
20 end 432960 null
5 end 433020 null
12 start 433080 2
23 end 433140 null
29 start 433200 2
20 start 433260 1
26 start 433380 3
3 start 433440 1
18 start 433680 3
14 end 433740 null
21 start 433920 2
5 start 433980 3
12 end 434040 null
8 end 434160 null
11 end 434280 null
25 end 434340 null
24 end 434520 null
3 end 434640 null
4 start 434820 1
22 end 435060 null
10 end 435240 null
24 start 435420 2
15 start 435480 2
4 end 435600 null
24 end 435840 null
2 start 435960 1
22 start 436080 3
18 end 436200 null
17 start 436320 3
16 end 436380 null
23 start 436560 1
26 end 436740 null
28 end 437160 null
3 start 437220 3
22 end 437280 null
13 end 437340 null
8 start 437520 2
26 start 437700 1
28 start 437760 1
2 end 437880 null
26 end 438060 null
28 end 438180 null
6 start 438240 1
28 start 438300 1
20 end 438420 null
23 end 438540 null
5 end 438900 null
17 end 438960 null
21 end 439140 null
3 end 439560 null
19 start 439680 1
20 start 439920 3
9 end 439980 null
2 start 440100 1
4 start 440220 2
28 end 440280 null
16 start 440460 3
26 start 440580 1
13 start 440640 3
4 end 440700 null
9 start 440820 2
26 end 440880 null
26 start 440940 1
15 end 441060 null
22 start 441300 2
6 end 441420 null
12 start 441480 3
20 end 441540 null
2 end 441600 null
23 start 441660 3
14 start 441720 2
28 start 441780 2
27 start 441960 3
7 end 442020 null
11 start 442200 3
4 start 442320 2
16 end 442380 null
25 start 442500 2
7 start 442560 3
21 start 442680 2
15 start 442800 2
18 start 442980 1
2 start 443040 3
23 end 443400 null
8 end 443460 null
18 end 443580 null
13 end 443760 null
13 start 443880 1
8 start 444000 3
2 end 444180 null
18 start 444300 1
18 end 444360 null
16 start 444420 2
3 start 444540 3
18 start 444660 2
1 end 444780 null
24 start 444900 3
8 end 444960 null
7 end 445020 null
16 end 445080 null
27 end 445140 null
13 end 445500 null
12 end 445680 null
13 start 445860 1
2 start 445920 3
19 end 446040 null
11 end 446100 null
21 end 446520 null
5 start 446760 2
29 end 446820 null
10 start 446940 3
3 end 447120 null
13 end 447240 null
11 start 447480 3
27 start 447540 3
7 start 447600 3
27 end 447720 null
14 end 447780 null
29 start 447900 1
12 start 447960 2
16 start 448020 3
6 start 448080 1
2 end 448260 null
15 end 448500 null
15 start 448620 3
12 end 448800 null
13 start 448920 1
10 end 448980 null
27 start 449400 1
6 end 449520 null
26 end 449640 null
14 start 449820 2
22 end 449940 null
21 start 450180 1
15 end 450300 null
6 start 450420 2
8 start 450600 1
3 start 450660 2
22 start 450780 2
6 end 450840 null
22 end 450900 null
28 end 451020 null
22 start 451260 3
12 start 451440 2
21 end 451560 null
17 start 451620 2
24 end 451740 null
1 start 451860 2
6 start 451980 3
27 end 452220 null
17 end 452340 null
21 start 452580 3
10 start 452640 2
17 start 452760 2
7 end 453000 null
24 start 453180 2
27 start 453300 3
2 start 453660 1
7 start 453720 3
3 end 454080 null
8 end 454140 null
23 start 454200 2
17 end 454260 null
29 end 454380 null
24 end 454440 null
23 end 454620 null
28 start 454680 3
24 start 454980 2
24 end 455100 null
12 end 455160 null
23 start 455580 3
19 start 455700 3
3 start 455760 2
12 start 455880 3
4 end 456120 null
22 end 456180 null
18 end 456240 null
6 end 456300 null
14 end 456360 null
18 start 456480 2
20 start 456540 3
16 end 456780 null
6 start 456900 1
3 end 456960 null
5 end 457080 null
13 end 457200 null
12 end 457320 null
28 end 457380 null
22 start 457560 2
18 end 457620 null
26 start 457740 3
19 end 457800 null
22 end 457860 null
20 end 457980 null
3 start 458040 2
2 end 458100 null
13 start 458280 2
18 start 458520 1
24 start 458580 1
22 start 458760 3
8 start 458820 3
10 end 458880 null
10 start 458940 1
26 end 459000 null
6 end 459120 null
29 start 459180 1
19 start 459240 1
23 end 459300 null
6 start 459360 2
6 end 459420 null
6 start 459540 1
23 start 459600 1
24 end 459660 null
10 end 459840 null
27 end 459900 null
9 end 459960 null
7 end 460080 null
22 end 460140 null
5 start 460200 1
21 end 460260 null
20 start 460320 1
10 start 460380 2
6 end 460500 null
14 start 460560 2
5 end 460680 null
3 end 460740 null
18 end 460800 null
22 start 460860 1
22 end 460980 null
6 start 461040 2
15 start 461100 2
12 start 461160 3
12 end 461400 null
19 end 461700 null
29 end 461760 null
2 start 462000 2
20 end 462180 null
28 start 462240 1
15 end 462300 null
13 end 462420 null
3 start 462480 3
17 start 462540 3
20 start 462780 1
19 start 462900 3
14 end 462960 null
17 end 463020 null
9 start 463080 3
3 end 463260 null
9 end 463440 null
29 start 463500 3
11 end 463560 null
4 start 463800 1
4 end 463920 null
6 end 464100 null
13 start 464160 2
14 start 464220 2
23 end 464280 null
10 end 464520 null
8 end 464580 null
26 start 464880 2
22 start 464940 3
29 end 465000 null
26 end 465120 null
15 start 465180 1
3 start 465240 1
4 start 465300 3
28 end 465420 null
15 end 465660 null
28 start 465720 2
25 end 465780 null
19 end 465840 null
18 start 465900 3
25 start 466260 3
23 start 466380 1
12 start 466680 2
19 start 466740 2
19 end 466800 null
9 start 466860 1
12 end 466920 null
12 start 466980 2
14 end 467040 null
21 start 467160 2
27 start 467280 1
29 start 467520 3
9 end 467700 null
17 start 467760 1
1 end 467940 null
24 start 468000 1
26 start 468180 1
9 start 468240 1
13 end 468360 null
21 end 468480 null
1 start 468720 1
9 end 468780 null
16 start 468960 2
19 start 469260 1
5 start 469320 3
18 end 469500 null
6 start 469620 2
1 end 469680 null
23 end 469920 null
1 start 470040 2
23 start 470100 2
28 end 470400 null
5 end 470520 null
28 start 470580 1
18 start 470640 1
26 end 470700 null
3 end 470820 null
13 start 470880 3
5 start 471180 3
15 start 471240 1
4 end 471300 null
26 start 471360 3
3 start 471420 3
17 end 472020 null
22 end 472080 null
1 end 472140 null
22 start 472200 1
5 end 472380 null
2 end 472500 null
10 start 472620 1
27 end 472680 null
17 start 472800 2
24 end 472860 null
29 end 472920 null
16 end 473040 null
15 end 473100 null
6 end 473160 null
5 start 473220 3
24 start 473280 2
17 end 473340 null
12 end 473400 null
8 start 473460 3
21 start 473580 1
25 end 473640 null
25 start 473820 1
24 end 473880 null
1 start 474060 3
24 start 474120 3
18 end 474300 null
3 end 474360 null
23 end 474420 null
19 end 474480 null
8 end 474540 null
22 end 474600 null
20 end 474720 null
4 start 475020 2
2 start 475080 1
10 end 475200 null
28 end 475260 null
22 start 475320 2
3 start 475440 1
11 start 475500 2
24 end 475560 null
24 start 475620 3
18 start 475860 3
26 end 475980 null
21 end 476040 null
28 start 476160 3
11 end 476280 null
18 end 476460 null
25 end 476520 null
7 start 476820 2
29 start 477060 2
23 start 477120 1
8 start 477180 1
7 end 477240 null
27 start 477300 2
1 end 477360 null
23 end 477420 null
23 start 477600 2
6 start 477660 1
19 start 477720 3
12 start 477840 2
18 start 477900 1
21 start 477960 2
19 end 478080 null
3 end 478200 null
2 end 478260 null
2 start 478380 1
20 start 478440 1
4 end 478560 null
6 end 478620 null
17 start 478740 2
6 start 478860 1
10 start 478920 2
29 end 479040 null
19 start 479160 3
12 end 479700 null
28 end 479760 null
11 start 479880 3
2 end 479940 null
12 start 480060 2
28 start 480120 3
2 start 480180 1
5 end 480240 null
8 end 480300 null
11 end 480420 null
10 end 480480 null
15 start 480540 2
17 end 480600 null
25 start 480660 2
17 start 480720 3
24 end 480900 null
18 end 480960 null
5 start 481020 1
27 end 481200 null
6 end 481320 null
11 start 481440 1
20 end 481560 null
27 start 482040 1
15 end 482160 null
16 start 482220 2
13 end 482280 null
1 start 482340 1
17 end 482400 null
18 start 482580 2
8 start 482820 3
25 end 483000 null
28 end 483060 null
26 start 483360 1
22 end 483420 null
3 start 483540 2
28 start 483600 2
3 end 483780 null
20 start 483840 1
2 end 483900 null
13 start 484020 2
3 start 484200 1
12 end 484620 null
25 start 484680 3
19 end 484740 null
21 end 484800 null
22 start 484920 2
16 end 485100 null
29 start 485460 3
3 end 485580 null
23 end 485700 null
8 end 485940 null
8 start 486000 3
28 end 486060 null
29 end 486120 null
25 end 486420 null
9 start 486480 2
12 start 486660 1
3 start 486780 1
4 start 486900 3
6 start 487080 1
17 start 487140 1
15 start 487200 3
4 end 487320 null
12 end 487380 null
11 end 487620 null
19 start 487680 2
7 start 487740 1
18 end 487800 null
9 end 487920 null
4 start 488040 2
3 end 488280 null
10 start 488340 1
26 end 488460 null
1 end 488640 null
13 end 488700 null
4 end 488760 null
27 end 488940 null
4 start 489000 3
17 end 489180 null
14 start 489360 2
29 start 489480 1
7 end 489600 null
13 start 489660 2
9 start 489720 3
1 start 490020 2
25 start 490140 2
9 end 490200 null
19 end 490320 null
24 start 490380 1
3 start 490500 3
14 end 490560 null
17 start 490680 1
25 end 490860 null
16 start 491100 2
6 end 491160 null
19 start 491280 3
